Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
RLGT,Radiant Logistics Inc..,3.95,$194.9M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rlgt,
RLGT^A,Radiant Logistics Inc..,25.8999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rlgt^a,
RFL,Rafael Holdings Inc..,4.65,$6.51M,2018,n/a,n/a,https://www.nasdaq.com/symbol/rfl,
UTG,Reaves Utility Income Fund,27.88,$1.36B,2004,n/a,n/a,https://www.nasdaq.com/symbol/utg,
REED,Reeds Inc..,1.6,$39.39M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/reed,
RHE,Regional Health Properties Inc..,0.42,$8.35M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhe,
RHE^A,Regional Health Properties Inc..,8.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rhe^a,
RWC,RELM Wireless Corporation,4,$55.38M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/rwc,
RCG,RENN Fund Inc..,1.393,$6.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rcg,
RVP,Retractable Technologies Inc..,1.01,$32.99M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rvp,
RNN,Rexahn Pharmaceuticals Inc..,1.54,$48.89M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rnn,
REI,Ring Energy Inc..,14.25,$860.53M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rei,
RIF,RMR Real Estate Income Fund,16.31,$166.39M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rif,
SACH,Sachem Capital Corp.,3.48,$53.65M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sach,
SGA,Saga Communications Inc..,38.6,$229.34M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sga,
SNMP,Sanchez Midstream Partners LP,10.95,$166.18M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snmp,
SAND          ,Sandstorm Gold Ltd,4.72,$866.4M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sand,
SEB,Seaboard Corporation,4189.99,$4.9B,1996,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seb,
SENS,Senseonics Holdings Inc..,2.79,$382.79M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sens,
SVT,Servotronics Inc..,9.94,$24.7M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/svt,
SMTS,Sierra Metals Inc.,2.6,$423.31M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/smts,
SIF,SIFCO Industries Inc..,5.15,$29.07M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/sif,
SVM,Silvercorp Metals Inc.,2.6,$434.61M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/svm,
SKY,Skyline Corporation,21.42,$179.74M,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky,
XPL,Solitario Zinc Corp.,0.4598,$26.87M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/xpl,
SCE^B,Southern California Edison Company,22.1865,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^b,
SCE^C,Southern California Edison Company,22.4999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^c,
SCE^D,Southern California Edison Company,22.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^d,
SCE^E,Southern California Edison Company,24.4734,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^e,
SGB,Southwest Georgia Financial Corporation,20.9,$53.12M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sgb,
LOV,Spark Networks Inc..,14.9499,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lov,
SRCI,SRC Energy Inc.,9.2,$2.22B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/srci,
SGY.WS,Stone Energy Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sgy.ws,
SSY,SunLink Health Systems Inc..,1.3601,$10.09M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ssy,
SDPI,Superior Drilling Products Inc..,1.68,$41.22M,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/sdpi,
SYN,Synthetic Biologics Inc.,0.3201,$41.15M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syn,
TKAT,Takung Art Co., Ltd.,2.1054,$23.56M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/tkat,
TRX,Tanzanian Royalty Exploration Corporation,0.3701,$45.31M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trx,
TGB,Taseko Mines Limited,1.12,$254.37M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tgb,
TIK,Tel-Instrument Electronics Corp.,2.4,$7.81M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/tik,
TGC,Tengasco Inc..,0.69,$7.33M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tgc,
GLU,The Gabelli Global Utility and Income Trust,18.39,$75.61M,2004,n/a,n/a,https://www.nasdaq.com/symbol/glu,
GLU^A,The Gabelli Global Utility and Income Trust,50.3352,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^a,
GGO,The Gabelli Go Anywhere Trust,17.23,$27.74M,2016,n/a,n/a,https://www.nasdaq.com/symbol/ggo,
GGO^A,The Gabelli Go Anywhere Trust,42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggo^a,
TMP,Tompkins Financial Corporation,76.25,$1.16B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tmp,
TAT,Transatlantic Petroleum Ltd,1.3,$65.5M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tat,
TRXC,TransEnterix Inc..,1.6,$320.08M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/trxc,
TMQ,Trilogy Metals Inc.,1.26,$134.23M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tmq,
TPHS,Trinity Place Holdings Inc.,6.52,$205.74M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/tphs,
TRT,Trio-Tech International,5.79,$20.57M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt,
HTM,U.S. Geothermal Inc.,5.38,$104.88M,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/htm,
UFAB,Unique Fabricating Inc..,8.28,$80.87M,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ufab,
UAMY,United States Antimony Corporation,0.2582,$17.43M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/uamy,
UUU,Universal Security Instruments Inc..,1.3001,$3.01M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/uuu,
UQM,UQM Technologies Inc.,1.3,$70.36M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/uqm,
URG,Ur Energy Inc,0.5801,$85.02M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/urg,
UEC,Uranium Energy Corp.,1.26,$198.51M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/uec,
VII,Vicon Industries Inc..,0.41,$7.2M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/vii,
VHC,VirnetX Holding Corp,3.85,$234.16M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/vhc,
VGZ,Vista Gold Corporation,0.716,$71.18M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vgz,
VNRX,VolitionRX Limited,2.37,$71.17M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vnrx,
VISI,Volt Information Sciences Inc..,2.9,$60.98M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/visi,
EAD,Wells Fargo Income Opportunities Fund,8.02,$565.56M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ead,
ERC,Wells Fargo Multi-Sector Income Fund,12.97,$453.17M,2003,n/a,n/a,https://www.nasdaq.com/symbol/erc,
ERH,Wells Fargo Utilities and High Income Fund,12.08,$111.67M,2004,n/a,n/a,https://www.nasdaq.com/symbol/erh,
WRN,Western Copper and Gold Corporation,0.78,$77.66M,2011,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wrn,
WYY,WidePoint Corporation,0.5474,$45.45M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wyy,
WTT,Wireless Telecom Group,  Inc.,2.31,$52.82M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/wtt,
XTNT,Xtant Medical Holdings Inc..,7.29,$95.36M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xtnt,
YUMA,Yuma Energy Inc..,1.09,$24.7M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/yuma,
ZDGE,Zedge Inc..,3.2,$32.61M,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zdge,
ZOM,Zomedica Pharmaceuticals Corp.,2.2,$199.6M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zom,
